24	1	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
44	2	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
63	3	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
83	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
103	5	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
123	6	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
143	7	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
163	8	-1280	-1024	0.685	0.833	-1.000	-1.000	4	-1280	-1024	0.465	0.844	-1.000	-1.000	4
183	9	623	429	0.687	0.833	778.944	4.588	0	618	443	0.466	0.844	782.203	4.557	0
203	10	616	419	0.688	0.834	778.944	4.591	0	604	442	0.467	0.844	782.203	4.561	0
223	11	611	463	0.689	0.834	778.944	4.629	0	598	422	0.469	0.845	782.203	4.598	0
243	12	-1280	-1024	0.470	0.846	-1.000	-1.000	4	621	423	0.470	0.846	782.203	4.556	0
263	13	-1280	-1024	0.691	0.836	-1.000	-1.000	4	621	426	0.471	0.846	781.361	4.562	0
283	14	613	454	0.692	0.837	778.740	4.596	0	610	423	0.472	0.847	781.361	4.670	0
303	15	615	453	0.692	0.838	778.740	4.633	0	606	429	0.472	0.848	781.361	4.652	0
323	16	613	453	0.693	0.840	778.740	4.620	0	605	437	0.473	0.849	781.361	4.577	0
343	17	629	446	0.694	0.841	778.740	4.661	0	604	422	0.474	0.850	781.361	4.643	0
362	18	633	442	0.695	0.842	780.088	4.675	0	603	424	0.476	0.851	782.717	4.624	0
382	19	607	439	0.696	0.842	780.088	4.595	0	613	436	0.477	0.852	782.717	4.591	0
402	20	603	423	0.697	0.843	780.088	4.603	0	632	423	0.478	0.852	782.717	4.563	0
422	21	559	334	0.698	0.843	780.088	4.567	0	582	322	0.480	0.852	782.717	4.568	0
442	22	507	310	0.700	0.843	780.088	4.551	0	546	214	0.482	0.852	782.717	4.546	0
462	23	488	269	0.701	0.844	788.771	4.592	0	539	171	0.483	0.853	779.658	4.525	0
482	24	525	250	0.703	0.844	788.771	4.506	0	525	255	0.485	0.852	779.658	4.389	0
502	25	528	267	0.703	0.844	788.771	4.497	0	539	228	0.485	0.851	779.658	4.428	0
522	26	527	242	0.704	0.844	788.771	4.473	0	530	279	0.486	0.850	779.658	4.405	0
542	27	513	232	0.705	0.843	788.771	4.533	0	540	228	0.487	0.848	779.658	4.402	0
562	28	508	229	0.706	0.841	790.712	4.535	0	539	238	0.488	0.845	783.107	4.418	0
582	29	529	256	0.707	0.840	790.712	4.487	0	519	219	0.489	0.843	783.107	4.440	0
602	30	539	248	0.707	0.839	790.712	4.417	0	541	232	0.488	0.841	783.107	4.406	0
622	31	492	211	0.707	0.837	790.712	4.491	0	498	207	0.489	0.839	783.107	4.526	0
642	32	508	219	0.707	0.837	790.712	4.479	0	521	205	0.489	0.838	783.107	4.415	0
662	33	483	237	0.707	0.836	786.937	4.441	0	499	209	0.489	0.837	780.394	4.443	0
681	34	485	244	0.707	0.836	786.937	4.429	0	512	214	0.489	0.837	780.394	4.320	0
701	35	516	218	0.706	0.837	786.937	4.366	0	508	232	0.487	0.837	780.394	4.415	0
721	36	499	264	0.705	0.837	786.937	4.371	0	502	205	0.487	0.838	780.394	4.321	0
741	37	493	238	0.705	0.838	786.937	4.400	0	516	227	0.486	0.838	780.394	4.378	0
761	38	488	243	0.705	0.840	784.095	4.353	0	517	211	0.486	0.840	782.591	4.346	0
781	39	601	520	0.704	0.841	784.095	4.380	0	594	512	0.485	0.842	782.591	4.346	0
801	40	581	478	0.703	0.842	784.095	4.371	0	586	498	0.484	0.842	782.591	4.306	0
821	41	577	494	0.703	0.842	784.095	4.332	0	586	476	0.484	0.843	782.591	4.305	0
841	42	583	488	0.703	0.842	784.095	4.318	0	574	487	0.484	0.843	782.591	4.306	0
861	43	583	490	0.703	0.842	788.134	4.326	0	572	470	0.484	0.844	786.638	4.328	0
881	44	594	504	0.703	0.842	788.134	4.341	0	592	463	0.484	0.844	786.638	4.268	0
901	45	608	492	0.703	0.842	788.134	4.372	0	590	467	0.484	0.844	786.638	4.343	0
921	46	583	473	0.703	0.842	788.134	4.355	0	578	473	0.484	0.845	786.638	4.329	0
941	47	599	451	0.704	0.842	788.134	4.313	0	589	465	0.485	0.845	786.638	4.350	0
961	48	585	449	0.705	0.841	780.600	4.281	0	582	475	0.486	0.844	782.189	4.323	0
981	49	535	417	0.706	0.841	780.600	4.241	0	521	420	0.487	0.844	782.189	4.345	0
1000	50	549	423	0.707	0.841	780.600	4.363	0	546	407	0.488	0.843	782.189	4.384	0
1020	51	538	419	0.708	0.841	780.600	4.328	0	542	410	0.489	0.843	782.189	4.397	0
1040	52	548	401	0.709	0.840	780.600	4.341	0	527	412	0.490	0.843	782.189	4.280	0
1060	53	545	398	0.710	0.841	782.506	4.332	0	519	412	0.491	0.843	782.706	4.301	0
1080	54	559	416	0.712	0.841	782.506	4.307	0	527	415	0.493	0.842	782.706	4.378	0
1100	55	540	409	0.712	0.841	782.506	4.464	0	516	412	0.493	0.842	782.706	4.386	0
1120	56	524	401	0.714	0.841	782.506	4.384	0	538	402	0.494	0.842	782.706	4.407	0
1140	57	540	421	0.715	0.840	782.506	4.417	0	533	414	0.496	0.841	782.706	4.399	0
1160	58	534	418	0.718	0.841	781.602	4.369	0	528	410	0.499	0.841	782.642	4.409	0
1180	59	137	578	0.721	0.842	781.602	4.356	0	171	523	0.503	0.842	782.642	4.297	0
1200	60	116	594	0.724	0.842	781.602	4.406	0	96	642	0.505	0.841	782.642	4.426	0
1220	61	81	621	0.725	0.841	781.602	4.379	0	94	618	0.506	0.841	782.642	4.414	0
1240	62	99	613	0.727	0.840	781.602	4.288	0	100	633	0.508	0.840	782.642	4.377	0
1260	63	125	619	0.730	0.840	771.364	4.245	0	111	629	0.511	0.839	777.585	4.329	0
1280	64	84	616	0.731	0.839	771.364	4.274	0	89	658	0.512	0.838	777.585	4.369	0
1300	65	134	643	0.733	0.838	771.364	4.253	0	110	648	0.513	0.837	777.585	4.367	0
1319	66	115	650	0.735	0.837	771.364	4.285	0	87	619	0.515	0.837	777.585	4.332	0
1339	67	114	623	0.736	0.837	771.364	4.270	0	75	623	0.517	0.836	777.585	4.333	0
1359	68	105	633	0.737	0.836	775.888	4.292	0	47	623	0.518	0.835	781.378	4.355	0
1379	69	113	642	0.738	0.836	775.888	4.310	0	92	636	0.519	0.835	781.378	4.381	0
